iter	Logloss
222	0.3963902586
223	0.3960908935
224	0.3954190922
225	0.3949303093
226	0.3946904465
227	0.3943449152
228	0.3936615344
229	0.3936125365
230	0.3933910472
231	0.3932101495
232	0.3929693707
233	0.3927350441
234	0.3925717858
235	0.3925046919
236	0.3923650886
237	0.3922646143
238	0.3918087688
239	0.3912778467
240	0.3910234626
241	0.3906627912
242	0.3902055851
243	0.3898174928
244	0.3894954324
245	0.3893016953
246	0.3891562095
247	0.3889442141
248	0.3887376691
249	0.3883634214
250	0.3878941575
251	0.3876887429
252	0.3871514913
253	0.3868001849
254	0.3864829433
255	0.3861106113
256	0.3858705188
257	0.3857033701
258	0.3854825121
259	0.3850832585
260	0.3847993525
261	0.3846141769
262	0.3843231408
263	0.3841863152
264	0.3839444099
265	0.3836577818
266	0.3833125306
267	0.3830303288
268	0.3827594666
269	0.3824628563
270	0.3823701404
271	0.3821858267
272	0.3818817389
273	0.3814732193
274	0.3812172269
275	0.3808957762
276	0.380892906
277	0.3808467737
278	0.380730506
279	0.3805266952
280	0.38042642
281	0.3802299463
282	0.3800090636
283	0.3797468952
284	0.3795258899
285	0.3793770615
286	0.3791936352
287	0.3790806566
288	0.3788936804
289	0.3787445492
290	0.3785334584
291	0.378367456
292	0.3783202906
293	0.3780236489
294	0.3780009227
295	0.37774237
296	0.377445389
297	0.3772466963
298	0.3770419865
299	0.3768202119
300	0.3766168115
301	0.3762926087
302	0.3761797014
303	0.3759397062
304	0.3756923788
305	0.3755973511
306	0.3753333346
307	0.3751941632
308	0.3751925802
309	0.3748143354
310	0.3745512023
311	0.3741654079
312	0.3740162039
313	0.3739494208
314	0.3736729135
315	0.3736017706
316	0.3733666148
317	0.3732054416
318	0.3731557853
319	0.3730341637
320	0.3728329895
321	0.3726888113
322	0.3725664871
323	0.3723174844
324	0.3722199582
325	0.3720352683
326	0.3719000024
327	0.3718782132
328	0.3715742729
329	0.3713730501
330	0.3711857968
331	0.3711725812
332	0.3710359391
333	0.3709044817
334	0.3707625239
335	0.3707378492
336	0.3706413694
337	0.3705367897
338	0.3704146672
339	0.37026793
340	0.3701366398
341	0.3701312572
342	0.3699016816
343	0.3697301401
344	0.3694792028
345	0.3693694036
346	0.3691234151
347	0.369094941
348	0.3690554668
349	0.3690549424
350	0.3688666549
351	0.3686906123
352	0.3685598224
353	0.3683858259
354	0.3681632346
355	0.3679516819
356	0.3677490324
357	0.3674012065
358	0.3672229028
359	0.3669495985
360	0.3667878511
361	0.3665982647
362	0.3665754403
363	0.3663774409
364	0.3661491862
365	0.3661245239
366	0.3659844633
367	0.3658882595
368	0.3658742438
369	0.3658694147
370	0.365792554
371	0.3656174152
372	0.365485642
373	0.3654510233
374	0.3654506088
375	0.3654057303
376	0.3652663936
377	0.3651477882
378	0.3650631315
379	0.3649891125
380	0.3648188067
381	0.3646260326
382	0.3643424187
383	0.3642982519
384	0.3641694888
385	0.363964508
386	0.3637803641
387	0.3637798202
388	0.3636735169
389	0.3634644193
390	0.3632828131
391	0.3632662432
392	0.3631312988
393	0.3627957905
394	0.3627812517
395	0.3626768536
396	0.3625418557
397	0.3622783782
398	0.3620581039
399	0.3619299645
400	0.3615542594
401	0.3613855523
402	0.3612779425
403	0.361277479
404	0.3610419941
405	0.3608279772
406	0.3607994507
407	0.360657846
408	0.3604408967
409	0.3602452594
410	0.3598676018
411	0.3597485174
412	0.3597484105
413	0.3595332535
414	0.3593589008
415	0.3590958109
416	0.3588787496
417	0.3587970402
418	0.3587491658
419	0.3585886166
420	0.358390505
421	0.358333085
422	0.3581250664
423	0.3580393935
424	0.3579439438
425	0.3579057368
426	0.3578752976
427	0.3576950359
428	0.3574654127
429	0.3573899045
430	0.357253446
431	0.3572528766
432	0.3571897989
433	0.3569646206
434	0.3568855301
435	0.3567823056
436	0.3567618431
437	0.3565883452
438	0.3564873684
439	0.3564873299
440	0.3562721146
441	0.3559884774
442	0.3559845728
443	0.3558738379
444	0.3556810021
445	0.3556806145
446	0.355489971
447	0.3552546635
448	0.355155152
449	0.3550204781
450	0.3548675136
451	0.3545673422
452	0.3543920129
453	0.3542405091
454	0.3540863138
455	0.353894717
456	0.3538753067
457	0.353874917
458	0.3537917775
459	0.3537353976
460	0.3535692845
461	0.3535037555
462	0.3533820775
463	0.3531222051
464	0.3529136373
465	0.3528065357
466	0.3527116643
467	0.3524608929
468	0.3521626161
469	0.3519486859
470	0.3518595781
471	0.3516713785
472	0.3514827972
473	0.3513992076
474	0.3511746354
475	0.3510041194
476	0.3509226696
477	0.3509167776
478	0.3508626933
479	0.3506554064
480	0.3505667016
481	0.35045532
482	0.35040898
483	0.3502357429
484	0.3498931156
485	0.3497105316
486	0.3494099839
487	0.3491475323
488	0.3489534455
489	0.3487768466
490	0.348618951
491	0.3485004858
492	0.3482703897
493	0.3481260197
494	0.3479574947
495	0.3477994817
496	0.3477140341
497	0.3475658721
498	0.3474459431
499	0.347445943
500	0.347350868
501	0.3471049557
502	0.347006169
503	0.3469250803
504	0.3468512877
505	0.3467997404
506	0.3466120834
507	0.3464907683
508	0.3463746815
509	0.3462960971
510	0.3462822067
511	0.3462267966
512	0.3462055355
513	0.3460663274
514	0.3460622822
515	0.3459795352
516	0.345772498
517	0.3455568628
518	0.345400419
519	0.3452403712
520	0.3450272176
521	0.3449602611
522	0.3449536031
523	0.3449363749
524	0.3448590025
525	0.3447382936
526	0.3445433612
527	0.3442986961
528	0.3442302434
529	0.3440838328
530	0.3439657956
531	0.3438501305
532	0.3438282312
533	0.3437117879
534	0.3435402859
535	0.343520228
536	0.3435085344
537	0.3434131235
538	0.3433516347
539	0.3433365048
540	0.3431609554
541	0.3429963206
542	0.3426140503
543	0.3424965972
544	0.3424422369
545	0.3424422368
546	0.3421490986
547	0.3421472357
548	0.3420329916
549	0.3417190647
550	0.3415508241
551	0.3414624899
552	0.3414497749
553	0.3413308763
554	0.3410118165
555	0.3409906124
556	0.34087954
557	0.3408777682
558	0.3407374415
559	0.3406234365
560	0.3405747343
561	0.3404756398
562	0.3403107408
563	0.3401911588
564	0.3400652305
565	0.3399218389
566	0.3398706482
567	0.3398703233
568	0.3398677166
569	0.3397781477
570	0.3397654096
571	0.3395496967
572	0.3395337874
573	0.3395333746
574	0.3393805285
575	0.3393682958
576	0.3392978362
577	0.339187594
578	0.3390060646
579	0.3389431821
580	0.3389431808
581	0.3388296766
582	0.3387287653
583	0.3386955518
584	0.3385277497
585	0.3383701396
586	0.3381961409
587	0.338101225
588	0.3379650121
589	0.3379395681
590	0.3378358459
591	0.337814778
592	0.3375387681
593	0.3375260332
594	0.3375156247
595	0.3375156243
596	0.337511123
597	0.3375109747
598	0.3374916107
599	0.337491608
600	0.3374103689
601	0.3373920302
602	0.337361771
603	0.337245085
604	0.336989917
605	0.3368962001
606	0.3367552944
607	0.3366727646
608	0.3365828151
609	0.3363946873
610	0.3363649626
611	0.3362667398
612	0.3361691478
613	0.3361280123
614	0.3359219894
615	0.3357950317
616	0.3357513651
617	0.3357131875
618	0.3356439903
619	0.3356437909
620	0.3354878864
621	0.3354362708
622	0.3352823999
623	0.3351706314
624	0.3349964425
625	0.3349962283
626	0.3349517748
627	0.3348907389
628	0.3348779575
629	0.3348777518
630	0.334804533
631	0.3347506936
632	0.3347281638
633	0.3346608591
634	0.3345736945
635	0.3344877629
636	0.3344877629
637	0.3343896868
638	0.3342069128
639	0.3341605957
640	0.3341585689
641	0.3340704082
642	0.334069988
643	0.3337790033
644	0.3335764328
645	0.3335111141
646	0.3333942878
647	0.3332303205
648	0.3331958027
649	0.3330779888
650	0.3330555527
651	0.3329497182
652	0.332941265
653	0.3329304619
654	0.3327717472
655	0.3326978255
656	0.332427867
657	0.3324040597
658	0.3323564529
659	0.3323355802
660	0.3322109293
661	0.3321002225
662	0.3320988582
663	0.3320658611
664	0.3320174248
665	0.3320170035
666	0.3320036992
667	0.3320032896
668	0.3319866414
669	0.3318554349
670	0.3318415548
671	0.3318405828
672	0.3317252566
673	0.3316214904
674	0.3315169824
675	0.3313993014
676	0.3312003307
677	0.3311012826
678	0.3310567616
679	0.3309996463
680	0.3308457109
681	0.3307692129
682	0.3306744304
683	0.3305823106
684	0.3304979195
685	0.3304492269
686	0.3302730974
687	0.3299052486
688	0.3297861896
689	0.3297840305
690	0.3297840292
691	0.3295180083
692	0.3295174847
693	0.3294990791
694	0.3294526784
695	0.3292398058
696	0.3291974468
697	0.3291676013
698	0.3291552708
699	0.3290890661
700	0.3290888065
701	0.329051358
702	0.329050973
703	0.3290387535
704	0.3289379674
705	0.3289376003
706	0.3288478192
707	0.3288192567
708	0.3287585372
709	0.328666962
710	0.3285062738
711	0.3284968363
712	0.3283824962
713	0.328377087
714	0.3283650079
715	0.3283170538
716	0.3281921719
717	0.3281799072
718	0.328030065
719	0.3280288407
720	0.3279245165
721	0.3278585249
722	0.3276815317
723	0.3276077497
724	0.3275614124
725	0.3275522418
726	0.3275404863
727	0.3273223284
728	0.3272964344
729	0.3272847941
730	0.3272226457
731	0.3271621068
732	0.3270117024
733	0.3267819215
734	0.3266191893
735	0.3264169242
736	0.3263604039
737	0.326360047
738	0.3263311523
739	0.3260710385
740	0.326044372
741	0.3259902102
742	0.3258900432
743	0.3258434942
744	0.3257514129
745	0.3255549143
746	0.325534331
747	0.3255331595
748	0.3254496014
749	0.3254492334
750	0.3253219943
751	0.3253138175
752	0.3252342957
753	0.3251935291
754	0.3251857748
755	0.3251417356
756	0.3250877202
757	0.3250758182
758	0.3249720559
759	0.3248877384
760	0.3248799223
761	0.3248676893
762	0.3248599926
763	0.3248489142
764	0.3247388783
765	0.3246805684
766	0.3245998757
767	0.3245208816
768	0.3243436147
769	0.3241798118
770	0.3240398462
771	0.3240320373
772	0.3240211206
773	0.3237485022
774	0.3236487523
775	0.3235585391
776	0.3235535213
777	0.3235425963
778	0.323416976
779	0.3233414716
780	0.3232213581
781	0.3231970067
782	0.3230924101
783	0.3230814847
784	0.3229018849
785	0.3227283763
786	0.3227178082
787	0.3227175108
788	0.3226210491
789	0.3226207515
790	0.3224331345
791	0.3224314721
792	0.3224179302
793	0.3223884193
794	0.3223027693
795	0.3222921391
796	0.3222210895
797	0.3220926734
798	0.3220316781
799	0.3220262401
800	0.3218711481
801	0.321855369
802	0.3218449762
803	0.3218100354
804	0.3217997401
805	0.3217895435
806	0.3217772282
807	0.3217768839
808	0.3216048635
809	0.3214910046
810	0.3213074065
811	0.3212823378
812	0.3212502362
813	0.3211447472
814	0.321021667
815	0.3209629566
816	0.3208290177
817	0.3208127052
818	0.3206375401
819	0.320614449
820	0.3204727959
821	0.3202335168
822	0.3201417867
823	0.3200281798
824	0.3199727178
825	0.3199168668
826	0.3198279992
827	0.319815679
828	0.319801467
829	0.3197427571
830	0.3196318901
831	0.3195728016
832	0.3195629238
833	0.3193157152
834	0.3193006526
835	0.3192815697
836	0.3192680295
837	0.3192317291
838	0.3192226689
839	0.3189812753
840	0.3187273689
841	0.318606358
842	0.3184447222
843	0.3183784455
844	0.3183774852
845	0.3182739733
846	0.318185767
847	0.3181808854
848	0.3181704736
849	0.3180794702
850	0.3179771304
851	0.3178537627
852	0.3178394357
853	0.3178308343
854	0.3177043669
855	0.3176817003
856	0.317656986
857	0.3176474919
858	0.3175717417
859	0.3174449534
860	0.3174058665
861	0.3173674234
862	0.3173156899
863	0.3172979755
864	0.3172797308
865	0.3171570446
866	0.316668797
867	0.3164976228
868	0.3164844084
869	0.3164761619
870	0.3164461625
871	0.3162609273
872	0.3162518982
873	0.3162438042
874	0.3160569815
875	0.315976646
876	0.3159645848
877	0.3156962653
878	0.3155146292
879	0.3154969116
880	0.3154853481
881	0.3154226262
882	0.3154147104
883	0.3153268117
884	0.3153189716
885	0.3153066604
886	0.3151442183
887	0.3149620286
888	0.3149543276
889	0.3148718175
890	0.3147727734
891	0.3147305582
892	0.3146800771
893	0.3146797459
894	0.3146310631
895	0.3145112459
896	0.3144959173
897	0.3144067701
898	0.3143236655
899	0.3143082236
900	0.3142969368
901	0.3142860621
902	0.3141823136
903	0.3141238219
904	0.3140501743
905	0.3139831048
906	0.3138742803
907	0.3138470047
908	0.313836392
909	0.3135889944
910	0.3135099335
911	0.3134988054
912	0.3134159811
913	0.3133281837
914	0.3133181442
915	0.3133072419
916	0.3132964704
917	0.3131036365
918	0.3130897634
919	0.3130692973
920	0.3130543764
921	0.3130270533
922	0.3129505242
923	0.3129352582
924	0.3129254043
925	0.3127127041
926	0.3125932104
927	0.3124518182
928	0.3124307456
929	0.3124242803
930	0.3124081641
931	0.3123985675
932	0.3123863023
933	0.3123770918
934	0.3120971436
935	0.3120877942
936	0.3120706092
937	0.3120347715
938	0.3119180794
939	0.3117900718
940	0.3117314532
941	0.3117189388
942	0.3116194103
943	0.3116043253
944	0.3114333994
945	0.3114243376
946	0.3112227909
947	0.3112079057
948	0.3111170753
949	0.311026344
950	0.3108907424
951	0.3106508315
952	0.3105857662
953	0.3103701109
954	0.3103668372
955	0.3103316187
956	0.3101536195
957	0.3101037165
958	0.3100955775
959	0.310086659
960	0.3097658996
961	0.3097551487
962	0.3097299499
963	0.3096704383
964	0.3095897242
965	0.3094134366
966	0.3092993248
967	0.3092132958
968	0.3091205268
969	0.3090128565
970	0.308833216
971	0.3087356028
972	0.3087268986
973	0.308654688
974	0.3086436274
975	0.3085040116
976	0.3082802499
977	0.3082690158
978	0.308257904
979	0.3082500037
980	0.3081366116
981	0.3081282602
982	0.308116256
983	0.3080683054
984	0.3079705478
985	0.307842857
986	0.3077559562
987	0.3077450657
988	0.307733259
989	0.3076311801
990	0.3075149871
991	0.3073536117
992	0.3072027453
993	0.3071880557
994	0.3070972227
995	0.3066473833
996	0.3065425308
997	0.3064302271
998	0.3062899311
999	0.3062759488
